plant_id,Timestamp,co2,humidity,light,soilHumidity,temperature
1,2022-05-02 04:13:30,337.516988061524,25,0,34.1231533786437,21.1586877303974
1,2022-05-02 04:53:50,360.294204612573,25,0,34.3643131612983,21.3562571941875
1,2022-05-02 05:34:10,340.41422658336,25,0,34.0833605629724,21.7291747932322
1,2022-05-02 06:14:30,359.167585989771,25,0,32.1392240308394,21.868391106138
1,2022-05-02 06:54:50,334.352503070946,25,0,34.1499615194097,21.0367356450297
1,2022-05-02 07:35:10,356.078799628032,25,0.666666666666667,34.8857515407257,21.9271069674287
1,2022-05-02 08:15:30,359.131497593893,25,2.54545454545455,31.6207073734166,21.7300052705687
1,2022-05-02 10:16:30,346.853356542658,25,14.6363636363636,33.4902786690967,21.4483144055121
1,2022-05-02 10:56:50,349.271117771044,25,7.83333333333333,35.3509370178206,21.3728243543301
1,2022-05-02 11:37:10,346.535220526935,25,8.58333333333333,35.4298456952072,21.8109964025207
1,2022-05-02 12:17:30,352.279339317388,25,10.5833333333333,34.9653625135965,21.3477991158143
1,2022-05-02 12:57:50,332.558378433047,25,25.2727272727273,35.3567115219264,21.5994835488964
1,2022-05-02 13:38:10,349.26815260443,25,37.9090909090909,36.061685204511,22.7958943645936
1,2022-05-02 14:18:30,337.982974041253,25,38.7272727272727,36.0025609861951,23.627867145231
1,2022-05-02 14:58:50,335.148332617525,25,25.9,32.3952159643463,22.2776377690025
1,2022-05-02 15:39:10,328.358939107507,25,9.33333333333333,36.8920605410086,22.4987702621147
1,2022-05-02 16:59:50,322.604543021135,25,12.6,35.0592453121273,21.3979660088662
1,2022-05-02 17:40:10,323.477766451271,25,18.3333333333333,34.1430933171099,21.1552871586755
1,2022-05-02 18:20:30,325.960816739593,25,21.75,36.7157795606224,21.8210815417115
1,2022-05-02 19:00:50,343.11115135951,25,14.1666666666667,33.0348651803556,21.2785585760139
1,2022-05-02 19:41:10,323.004741482902,25,7.16666666666667,33.0339889589354,21.9047855327372
1,2022-05-02 20:21:30,340.059800913473,25,2.27272727272727,32.0073775140497,21.1454916761722
1,2022-05-02 21:01:50,284.300366122064,22.7272727272727,0.363636363636364,52.359925686023,18.5659203000832
1,2022-05-02 21:42:10,315.878803263037,25,0,32.0619346778175,21.1572974775918
1,2022-05-02 22:22:30,332.116498674266,25,0,33.9462858363967,21.3380509915296
1,2022-05-02 23:43:10,327.438008642755,25,0,36.2477202195666,21.1495049220975
1,2022-05-03 00:23:30,317.471083433212,25,0,30.8296768863628,20.8211520412005
1,2022-05-03 01:03:50,322.947709894894,25,0,36.0575753404005,20.6932654234115
1,2022-05-03 01:44:10,328.514133178163,25,0,31.3228876906773,20.8388521925081
1,2022-05-03 02:24:30,339.88399324473,25,0,35.75012495297,20.7498710721266
1,2022-05-03 03:04:50,321.636222519658,25,0,35.682075778563,20.2681115593296
1,2022-05-03 03:45:10,313.573700473517,25,0,36.3415926157485,20.2466578970198
1,2022-05-03 04:25:30,312.912024083378,25,0,33.2685876316759,20.6274718572386
1,2022-05-03 05:05:50,327.606163152893,25,0,33.2036140508079,20.7411898847204
1,2022-05-03 06:26:30,316.278520060237,25,0,36.2630536252556,20.8621025024913
1,2022-05-03 07:06:50,324.889775290775,25,0.0833333333333333,31.2734905792257,20.1496562198736
1,2022-05-03 07:47:10,316.664849686098,25,9.09090909090909,35.9354627687915,20.5064069654327
1,2022-05-03 08:27:30,327.126605042101,25,5.58333333333333,33.184165179413,20.6074696599972
1,2022-05-03 09:07:50,315.637635001602,25,8.33333333333333,32.3281747694682,20.2523810586426
1,2022-05-03 09:48:10,318.377276986118,25,18.1818181818182,34.5055719552239,20.5041983535048
1,2022-05-03 10:28:30,313.558958653403,25,27.0909090909091,32.7795013811161,21.3563903656323
1,2022-05-03 11:08:50,335.083616881724,25,29.7,35.0888427325391,21.438639948843
1,2022-05-03 11:49:10,339.926620394643,25,31.5,35.6385026558735,21.6960012468044
1,2022-05-03 12:29:30,351.629103190266,25,50.5,31.4788428900766,23.3635144580621
1,2022-05-03 13:50:10,324.745614955409,25,30.5555555555556,31.7024444792346,22.0585118927993
1,2022-05-03 14:30:30,344.798401001375,25,63.75,31.1366605397208,23.283983370522
1,2022-05-03 15:10:50,334.546077440648,25,85.5833333333333,32.2465255236667,24.50013160659
1,2022-05-03 15:51:10,422.939858776983,25,121.583333333333,36.1207230508533,25.1243812320754
1,2022-05-03 16:31:30,428.775516134842,25,45.5833333333333,32.1376502930865,24.6729892774019
1,2022-05-03 17:11:50,411.071057213978,25,27,35.17430885551,23.5466237280052
1,2022-05-03 17:52:10,390.023338400138,25,17.1666666666667,32.3219821937015,22.384276605444
1,2022-05-03 18:32:30,570.723112617831,25,37.4545454545455,33.668280512354,20.6369355270766
1,2022-05-03 19:12:50,880.981426149141,25,77,30.8618007651783,20.578043561196
1,2022-05-03 20:33:30,752.181911688298,25,1.25,33.0757087474983,20.4998762337491
1,2022-05-03 21:13:50,611.289962219385,25,0.0833333333333333,33.1212067160311,20.4588383177761
1,2022-05-03 21:54:10,571.899142156976,25,0,33.4071612988279,20.9180380527396
1,2022-05-03 22:34:30,527.597700940755,25,0,35.1056721536756,20.9697645492852
1,2022-05-03 23:14:50,499.844276688683,25,0,34.2938870690785,20.8777728101704
1,2022-05-03 23:55:10,483.134494641711,25,0,35.6899867068068,20.4198959695641
1,2022-05-04 00:35:30,450.000029031018,25,0,32.4687819561507,20.1404408281669
1,2022-05-04 01:15:50,449.854632845614,25,0,30.8618792645682,20.5193691169843
1,2022-05-04 01:56:10,431.313175014593,25,0,30.6256745479952,20.6944443506654
1,2022-05-04 03:16:50,373.197203828394,25,0,32.1610162376099,20.3931594355963
1,2022-05-04 03:57:10,397.025761391968,25,0,34.1222508398768,20.5234524949919
1,2022-05-04 04:37:30,362.995760807768,25,0,30.8522578419911,20.6531814211048
1,2022-05-04 05:17:50,362.43449692095,25,0,33.028068406227,20.3004304738715
1,2022-05-04 05:58:10,368.491811251733,25,0,29.6661213722055,20.9026020118035
1,2022-05-04 06:38:30,347.924860017924,25,0,31.8199781295108,20.4419377227314
1,2022-05-04 07:18:50,340.007633145588,25,0.25,34.8311813561218,20.6984832475428
1,2022-05-04 07:59:10,338.19749235002,25,3.36363636363636,34.500789509942,20.8651354042813
1,2022-05-04 08:39:30,346.335224754363,25,7.4,34.2495648477128,20.1370511939749
1,2022-05-04 10:00:10,334.004118994499,25,24.6666666666667,35.7175953330857,20.9588715382852
1,2022-05-04 10:40:30,331.181622478645,25,12.4166666666667,34.7751197948635,20.4482508578803
1,2022-05-04 11:20:50,357.799675659742,25,10.0833333333333,36.6145556361527,20.05995683535
1,2022-05-04 12:01:10,351.062439791082,25,8.08333333333333,30.7220992690915,20.2573270457797
1,2022-05-04 12:41:30,338.034262344396,25,18.8333333333333,33.3341114437698,20.8392678478267
1,2022-05-04 13:21:50,320.424954707438,25,20.7272727272727,31.8344991496633,20.8194650609512
1,2022-05-04 14:02:10,345.052358108911,25,30.2727272727273,30.8218912592305,21.3555395335425
1,2022-05-04 14:42:30,339.974923664408,25,34,31.0234529330675,21.8609349380713
1,2022-05-04 15:22:50,327.981714723321,25,35.1111111111111,30.8163648053121,22.8926033372991
1,2022-05-04 16:43:30,335.207105748355,25,14.75,31.7054836257655,22.9460711088032
1,2022-05-04 17:23:50,325.331739374902,25,60.1666666666667,32.629695047122,24.4091044266243
1,2022-05-04 18:04:10,341.37720394088,25,28.4166666666667,33.579544330702,23.0345158355776
1,2022-05-04 18:44:30,337.404546047406,25,43,35.1055024047101,22.0515829275828
